Datetime,DatetimeEpoch,Tempmax,Tempmin,Temp,Feelslikemax,Feelslikemin,Feelslike,Dew,Humidity,Precip,Precipprob,Precipcover,Preciptype,Snow,Snowdepth,Windgust,Windspeed,Winddir,Pressure,Cloudcover,Visibility,Solarradiation,Solarenergy,Sunrise,SunriseEpoch,Sunset,SunsetEpoch,Moonphase,Conditions,Icon,Stations,Source
2009-01-01,1230742800,31.1,22.1,25.6,34.7,22.1,26.8,22.9,86.5,0.5,,4.17,,,,,13.0,269.4,1009.6,69.6,10.7,,,06:11:33,1230765093,17:41:54,1230806514,0.11,"Rain, Partially cloudy",cloudy,['48900099999'],obs
2009-01-02,1230829200,29.7,22.1,25.3,31.4,22.1,26.0,20.5,76.42,0.0,,0.0,,,,,16.6,107.9,1010.5,65.0,10.8,,,06:11:57,1230851517,17:42:26,1230892946,0.14,Partially cloudy,partly-cloudy-day,['48900099999'],obs
2009-01-03,1230915600,28.4,21.1,24.7,30.2,21.1,25.2,20.1,76.12,0.0,,0.0,,,,,11.2,156.3,1011.3,78.3,10.7,,,06:12:20,1230937940,17:42:59,1230979379,0.2,Overcast,cloudy,['48900099999'],obs
2009-01-04,1231002000,29.7,21.1,24.5,32.4,21.1,25.3,20.5,79.16,0.0,,0.0,,,,,9.4,270.6,1010.9,66.7,10.6,,,06:12:42,1231024362,17:43:32,1231065812,0.25,Partially cloudy,partly-cloudy-day,['48900099999'],obs
2009-01-05,1231088400,31.1,21.1,25.9,33.8,21.1,27.0,22.0,80.76,0.0,,0.0,,,,,14.8,174.4,1010.1,55.0,7.6,,,06:13:03,1231110783,17:44:05,1231152245,0.31,Partially cloudy,partly-cloudy-day,['48900099999'],obs
2009-01-06,1231174800,30.1,21.1,25.4,33.4,21.1,26.6,22.0,82.75,0.0,,0.0,,,,,16.6,237.1,1011.0,57.1,8.9,,,06:13:24,1231197204,17:44:37,1231238677,0.36,Partially cloudy,partly-cloudy-day,['48900099999'],obs
2009-01-07,1231261200,32.1,22.1,26.3,35.0,22.1,27.3,21.8,78.68,0.0,,0.0,,,,,16.6,225.3,1012.1,43.3,9.8,,,06:13:44,1231283624,17:45:10,1231325110,0.41,Partially cloudy,partly-cloudy-day,['48900099999'],obs
2009-01-08,1231347600,30.4,20.1,25.2,31.9,20.1,25.7,19.9,74.66,0.0,,0.0,,,,,13.0,193.0,1013.4,55.8,10.1,,,06:14:02,1231370042,17:45:43,1231411543,0.45,Partially cloudy,partly-cloudy-day,['48900099999'],obs
2009-01-09,1231434000,29.1,18.1,23.2,29.2,18.1,23.4,16.2,66.27,0.0,,0.0,,,,,16.6,189.1,1014.3,44.2,10.7,,,06:14:20,1231456460,17:46:15,1231497975,0.48,Partially cloudy,partly-cloudy-day,['48900099999'],obs
2009-01-10,1231520400,29.1,17.1,22.5,28.9,17.1,22.6,15.0,64.06,0.0,,0.0,,,,,14.8,290.0,1013.4,41.3,10.2,,,06:14:37,1231542877,17:46:47,1231584407,0.5,Partially cloudy,partly-cloudy-day,['48900099999'],obs
2009-01-11,1231606800,28.1,17.1,22.1,28.9,17.1,22.3,15.8,68.08,0.0,,0.0,,,,,13.0,315.2,1013.6,64.6,8.6,,,06:14:53,1231629293,17:47:19,1231670839,0.5,Partially cloudy,partly-cloudy-day,['48900099999'],obs
2009-01-12,1231693200,27.7,19.1,23.2,29.6,19.1,23.4,18.9,77.08,0.0,,0.0,,,,,11.2,263.1,1015.4,78.8,7.8,,,06:15:09,1231715709,17:47:51,1231757271,0.52,Overcast,cloudy,['48900099999'],obs
2009-01-13,1231779600,29.4,19.1,24.0,30.2,19.1,24.1,16.5,65.48,0.0,,0.0,,,,,20.5,186.5,1016.1,51.7,10.1,,,06:15:23,1231802123,17:48:22,1231843702,0.54,Partially cloudy,partly-cloudy-day,['48900099999'],obs
2009-01-14,1231866000,29.7,17.1,22.9,28.9,17.1,22.9,14.4,60.62,0.0,,0.0,,,,,14.8,253.0,1016.2,34.2,10.4,,,06:15:36,1231888536,17:48:53,1231930133,0.58,Partially cloudy,partly-cloudy-day,['48900099999'],obs
2009-01-15,1231952400,29.4,17.1,23.1,29.2,17.1,23.2,16.1,66.67,0.0,,0.0,,,,,14.8,247.1,1016.0,39.2,10.5,,,06:15:49,1231974949,17:49:24,1232016564,0.62,Partially cloudy,partly-cloudy-day,['48900099999'],obs
2009-01-16,1232038800,29.7,18.1,23.8,30.9,18.1,24.1,18.4,73.75,0.0,,0.0,,,,,9.4,227.6,1015.4,43.3,10.0,,,06:16:00,1232061360,17:49:55,1232102995,0.67,Partially cloudy,partly-cloudy-day,['48900099999'],obs
2009-01-17,1232125200,31.1,19.4,24.7,31.5,19.4,25.1,19.9,77.36,0.0,,0.0,,,,,18.4,180.6,1014.0,50.0,8.7,,,06:16:10,1232147770,17:50:25,1232189425,0.72,Partially cloudy,partly-cloudy-day,['48900099999'],obs
2009-01-18,1232211600,31.9,19.1,24.7,32.0,19.1,24.9,19.0,73.56,0.0,,0.0,,,,,18.4,175.9,1013.2,41.7,10.0,,,06:16:19,1232234179,17:50:55,1232275855,0.77,Partially cloudy,partly-cloudy-day,['48900099999'],obs
2009-01-19,1232298000,31.1,19.1,24.8,31.0,19.1,24.9,18.0,69.7,0.0,,0.0,,,,,16.6,148.4,1011.8,35.4,10.3,,,06:16:28,1232320588,17:51:24,1232362284,0.82,Partially cloudy,partly-cloudy-day,['48900099999'],obs
2009-01-20,1232384400,32.1,19.1,24.7,32.6,19.1,25.0,18.6,72.43,0.0,,0.0,,,,,20.5,140.0,1011.3,30.0,10.5,,,06:16:35,1232406995,17:51:53,1232448713,0.87,Partially cloudy,partly-cloudy-day,['48900099999'],obs
2009-01-21,1232470800,31.2,19.1,25.2,32.0,19.1,25.7,19.9,74.76,0.0,,0.0,,,,,16.6,123.6,1011.6,30.0,10.5,,,06:16:41,1232493401,17:52:22,1232535142,0.91,Partially cloudy,partly-cloudy-day,['48900099999'],obs
2009-01-22,1232557200,31.1,21.1,25.9,33.9,21.1,27.2,21.5,78.65,0.0,,0.0,,,,,14.8,247.6,1010.0,40.0,9.5,,,06:16:46,1232579806,17:52:50,1232621570,0.94,Partially cloudy,partly-cloudy-day,['48900099999'],obs
2009-01-23,1232643600,30.7,22.1,26.1,34.2,22.1,27.4,22.3,80.98,0.0,,0.0,,,,,14.8,167.3,1010.4,70.4,9.1,,,06:16:51,1232666211,17:53:17,1232707997,0.97,Partially cloudy,partly-cloudy-day,['48900099999'],obs
2009-01-24,1232730000,29.6,22.1,25.9,33.5,22.1,27.3,22.1,80.33,0.0,,0.0,,,,,13.0,132.7,1010.9,79.2,10.3,,,06:16:54,1232752614,17:53:44,1232794424,0.99,Overcast,cloudy,['48900099999'],obs
2009-01-25,1232816400,31.1,22.1,25.9,35.6,22.1,27.0,22.1,80.46,0.0,,0.0,,,,,20.5,199.3,1011.3,69.6,9.3,,,06:16:56,1232839016,17:54:10,1232880850,1.0,Partially cloudy,partly-cloudy-day,['48900099999'],obs
2009-01-26,1232902800,32.1,20.9,25.0,35.0,20.9,25.8,21.3,81.71,0.0,,0.0,,,,,20.5,128.0,1011.9,49.6,9.8,,,06:16:57,1232925417,17:54:36,1232967276,0.0,Partially cloudy,partly-cloudy-day,['48900099999'],obs
2009-01-27,1232989200,32.1,19.1,24.9,32.5,19.1,25.2,19.6,75.69,0.0,,0.0,,,,,20.5,158.1,1011.5,46.7,10.4,,,06:16:57,1233011817,17:55:02,1233053702,0.01,Partially cloudy,partly-cloudy-day,['48900099999'],obs
2009-01-28,1233075600,32.7,19.1,24.9,34.2,19.1,25.3,19.2,73.35,0.0,,0.0,,,,,20.5,133.7,1010.8,38.3,10.7,,,06:16:55,1233098215,17:55:26,1233140126,0.02,Partially cloudy,partly-cloudy-day,['48900099999'],obs
2009-01-29,1233162000,32.1,18.1,24.9,33.1,18.1,25.4,19.5,74.93,0.0,,0.0,,,,,22.3,235.3,1010.9,33.5,10.8,,,06:16:53,1233184613,17:55:51,1233226551,0.05,Partially cloudy,partly-cloudy-day,['48900099999'],obs
2009-01-30,1233248400,32.1,19.1,24.7,32.5,19.1,25.0,19.4,75.25,0.0,,0.0,,,,,16.6,168.4,1010.1,36.5,10.4,,,06:16:50,1233271010,17:56:14,1233312974,0.08,Partially cloudy,partly-cloudy-day,['48900099999'],obs
2009-01-31,1233334800,31.7,20.1,25.0,32.9,20.1,25.5,20.3,77.82,0.0,,0.0,,,,,20.5,205.0,1010.6,40.0,10.3,,,06:16:46,1233357406,17:56:37,1233399397,0.12,Partially cloudy,partly-cloudy-day,['48900099999'],obs
2009-02-01,1233421200,32.1,20.1,25.3,32.1,20.1,25.4,18.6,69.69,0.0,,0.0,,,,,18.4,151.4,1012.3,30.0,10.9,,,06:16:40,1233443800,17:56:59,1233485819,0.17,Partially cloudy,partly-cloudy-day,['48900099999'],obs
2009-02-02,1233507600,31.1,20.1,25.2,32.0,20.1,25.4,18.7,69.84,0.0,,0.0,,,,,13.0,161.6,1011.7,37.5,10.8,,,06:16:34,1233530194,17:57:21,1233572241,0.22,Partially cloudy,partly-cloudy-day,['48900099999'],obs
2009-02-03,1233594000,32.4,22.1,26.1,34.8,22.1,27.1,21.3,77.09,0.0,,0.0,,,,,14.8,252.5,1011.5,40.0,10.5,,,06:16:27,1233616587,17:57:42,1233658662,0.28,Partially cloudy,partly-cloudy-day,['48900099999'],obs
2009-02-04,1233680400,31.2,21.1,24.9,34.0,21.1,25.7,21.6,83.26,0.0,,0.0,,,,,18.4,202.9,1011.3,57.5,9.6,,,06:16:18,1233702978,17:58:03,1233745083,0.34,Partially cloudy,partly-cloudy-day,['48900099999'],obs
2009-02-05,1233766800,31.7,22.1,25.5,34.8,22.1,26.4,21.5,79.92,0.0,,0.0,,,,,20.5,178.7,1011.3,48.7,10.4,,,06:16:09,1233789369,17:58:23,1233831503,0.39,Partially cloudy,partly-cloudy-day,['48900099999'],obs
2009-02-06,1233853200,31.2,20.7,25.0,31.7,20.7,25.4,19.1,72.27,0.0,,0.0,,,,,18.4,184.7,1011.3,38.3,10.5,,,06:15:59,1233875759,17:58:42,1233917922,0.43,Partially cloudy,partly-cloudy-day,['48900099999'],obs
2009-02-07,1233939600,30.1,19.1,24.2,30.8,19.1,24.5,19.3,76.6,0.0,,0.0,,,,,18.4,181.3,1011.2,33.3,10.7,,,06:15:47,1233962147,17:59:01,1234004341,0.47,Partially cloudy,partly-cloudy-day,['48900099999'],obs
2009-02-08,1234026000,32.4,19.1,25.2,32.9,19.1,25.5,19.1,72.93,0.0,,0.0,,,,,16.6,253.2,1012.2,35.8,9.3,,,06:15:35,1234048535,17:59:18,1234090758,0.49,Partially cloudy,partly-cloudy-day,['48900099999'],obs
2009-02-09,1234112400,34.1,21.1,26.5,34.6,21.1,27.3,20.5,73.22,0.0,,0.0,,,,,18.4,237.3,1011.2,43.3,10.0,,,06:15:22,1234134922,17:59:36,1234177176,0.5,Partially cloudy,partly-cloudy-day,['48900099999'],obs
2009-02-10,1234198800,30.1,22.1,25.5,34.3,22.1,26.9,23.1,87.25,1.0,,4.17,,,,,16.6,262.7,1010.8,59.2,10.1,,,06:15:07,1234221307,17:59:52,1234263592,0.51,"Rain, Partially cloudy",rain,['48900099999'],obs
2009-02-11,1234285200,30.4,23.1,25.3,34.0,23.1,26.1,23.3,89.72,3.5,,8.33,,,,,13.0,199.4,1010.0,69.6,8.5,,,06:14:52,1234307692,18:00:09,1234350009,0.53,"Rain, Partially cloudy",rain,['48900099999'],obs
2009-02-12,1234371600,29.4,23.1,25.7,32.7,23.1,26.6,22.8,85.0,1.0,,5.88,,,,,9.4,184.6,1009.1,77.6,9.6,,,06:14:36,1234394076,18:00:24,1234436424,0.55,"Rain, Overcast",rain,['48900099999'],obs
2009-02-13,1234458000,30.1,23.1,26.4,34.3,23.1,27.8,23.5,85.02,2.0,,5.26,,,,,14.8,154.0,1008.2,74.7,9.6,,,06:14:19,1234480459,18:00:39,1234522839,0.6,"Rain, Partially cloudy",rain,['48900099999'],obs
2009-02-14,1234544400,32.4,24.1,27.2,37.3,24.1,29.1,23.4,80.95,0.0,,0.0,,,,,14.8,173.1,1007.7,60.0,10.6,,,06:14:01,1234566841,18:00:53,1234609253,0.64,Partially cloudy,partly-cloudy-day,['48900099999'],obs
2009-02-15,1234630800,31.4,25.1,27.3,37.2,25.1,29.4,24.2,84.18,0.0,,0.0,,,,,16.6,140.0,1008.6,58.7,10.6,,,06:13:42,1234653222,18:01:06,1234695666,0.69,Partially cloudy,partly-cloudy-day,['48900099999'],obs
2009-02-16,1234717200,33.1,24.1,27.7,38.2,24.1,29.5,23.2,78.68,0.0,,0.0,,,,,18.4,140.5,1010.0,53.3,11.1,,,06:13:23,1234739603,18:01:19,1234782079,0.74,Partially cloudy,partly-cloudy-day,['48900099999'],obs
2009-02-17,1234803600,34.1,25.1,28.0,38.4,25.1,29.8,22.8,75.02,0.0,,0.0,,,,,20.5,143.6,1010.0,55.4,10.7,,,06:13:02,1234825982,18:01:32,1234868492,0.78,Partially cloudy,partly-cloudy-day,['48900099999'],obs
2009-02-18,1234890000,34.1,23.1,28.0,38.5,23.1,30.3,22.9,75.62,0.0,,0.0,,,,,22.3,217.1,1008.9,47.1,10.0,,,06:12:41,1234912361,18:01:43,1234954903,0.83,Partially cloudy,partly-cloudy-day,['48900099999'],obs
2009-02-19,1234976400,36.1,24.1,29.1,38.2,24.1,30.8,21.9,68.15,0.0,,0.0,,,,,20.5,121.3,1008.7,38.3,10.8,,,06:12:19,1234998739,18:01:55,1235041315,0.87,Partially cloudy,partly-cloudy-day,['48900099999'],obs
2009-02-20,1235062800,35.1,23.1,28.5,38.7,23.1,30.8,22.4,71.59,0.0,,0.0,,,,,18.4,123.6,1010.5,42.5,10.3,,,06:11:56,1235085116,18:02:05,1235127725,0.91,Partially cloudy,partly-cloudy-day,['48900099999'],obs
2009-02-21,1235149200,36.1,23.1,28.9,38.4,23.1,30.5,21.5,68.28,0.0,,0.0,,,,,18.4,91.7,1009.4,34.2,10.8,,,06:11:32,1235171492,18:02:15,1235214135,0.95,Partially cloudy,partly-cloudy-day,['48900099999'],obs
2009-02-22,1235235600,34.1,23.1,28.1,37.4,23.1,29.7,21.9,71.14,0.0,,0.0,,,,,18.4,113.0,1008.1,38.8,10.8,,,06:11:08,1235257868,18:02:25,1235300545,0.97,Partially cloudy,partly-cloudy-day,['48900099999'],obs
2009-02-23,1235322000,34.2,24.1,28.3,38.8,24.1,30.8,23.0,74.81,0.0,,0.0,,,,,24.1,126.0,1008.8,37.5,10.8,,,06:10:43,1235344243,18:02:34,1235386954,0.99,Partially cloudy,partly-cloudy-day,['48900099999'],obs
2009-02-24,1235408400,34.7,24.1,28.4,38.4,24.1,30.5,22.5,72.08,0.0,,0.0,,,,,24.1,123.0,1008.7,40.8,10.8,,,06:10:17,1235430617,18:02:42,1235473362,1.0,Partially cloudy,partly-cloudy-day,['48900099999'],obs
2009-02-25,1235494800,34.7,25.1,28.5,37.6,25.1,30.3,22.6,72.15,0.0,,0.0,,,,,22.3,134.2,1008.9,39.6,10.7,,,06:09:50,1235516990,18:02:50,1235559770,0.0,Partially cloudy,partly-cloudy-day,['48900099999'],obs
2009-02-26,1235581200,34.1,25.1,28.9,37.4,25.1,31.1,22.5,70.43,0.0,,0.0,,,,,20.5,118.7,1008.6,44.6,10.7,,,06:09:23,1235603363,18:02:57,1235646177,0.01,Partially cloudy,partly-cloudy-day,['48900099999'],obs
2009-02-27,1235667600,34.1,24.4,28.2,38.4,24.4,29.9,22.9,74.85,0.0,,0.0,,,,,20.5,191.4,1007.9,62.5,10.5,,,06:08:56,1235689736,18:03:04,1235732584,0.03,Partially cloudy,partly-cloudy-day,['48900099999'],obs
2009-02-28,1235754000,32.9,24.1,25.9,38.3,24.1,27.2,23.8,89.63,1.0,,4.17,,,,,20.5,210.6,1009.2,76.3,10.1,,,06:08:27,1235776107,18:03:11,1235818991,0.06,"Rain, Overcast",rain,['48900099999'],obs
2009-03-01,1235840400,33.1,22.1,26.6,36.2,22.1,28.1,22.4,79.77,0.0,,0.0,,,,,20.5,127.6,1008.8,60.9,8.4,,,06:07:58,1235862478,18:03:16,1235905396,0.1,Partially cloudy,partly-cloudy-day,['48900099999'],obs
2009-03-02,1235926800,34.7,22.1,28.8,37.4,22.1,30.8,21.3,66.45,0.0,,0.0,,,,,24.1,101.4,1008.8,51.0,10.7,,,06:07:29,1235948849,18:03:22,1235991802,0.15,Partially cloudy,partly-cloudy-day,['48900099999'],obs
2009-03-03,1236013200,34.4,23.1,29.2,38.1,23.1,31.5,21.6,65.82,0.0,,0.0,,,,,24.1,107.4,1008.9,45.2,10.7,,,06:06:59,1236035219,18:03:27,1236078207,0.2,Partially cloudy,partly-cloudy-day,['48900099999'],obs
2009-03-04,1236099600,33.1,24.1,27.6,37.1,24.1,29.7,23.6,80.05,2.0,,4.17,,,,,20.5,128.3,1008.7,62.1,10.2,,,06:06:28,1236121588,18:03:32,1236164612,0.26,"Rain, Partially cloudy",rain,['48900099999'],obs
2009-03-05,1236186000,33.1,25.1,28.4,38.2,25.1,31.3,23.8,77.43,0.0,,0.0,,,,,16.6,130.0,1008.6,57.5,10.7,,,06:05:57,1236207957,18:03:36,1236251016,0.32,Partially cloudy,partly-cloudy-day,['48900099999'],obs
2009-03-06,1236272400,34.6,26.1,29.1,40.2,26.1,32.1,24.1,76.27,0.0,,0.0,,,,,18.4,132.1,1009.5,40.8,10.7,,,06:05:25,1236294325,18:03:40,1236337420,0.37,Partially cloudy,partly-cloudy-day,['48900099999'],obs
2009-03-07,1236358800,32.4,23.1,27.1,37.6,23.1,28.7,24.7,87.76,0.0,,0.0,,,,,16.6,126.8,1010.3,60.0,10.5,,,06:04:53,1236380693,18:03:43,1236423823,0.42,Partially cloudy,partly-cloudy-day,['48900099999'],obs
2009-03-08,1236445200,33.2,25.1,28.4,38.2,25.1,31.6,24.0,78.49,0.0,,0.0,,,,,18.4,128.1,1010.3,49.6,10.7,,,06:04:21,1236467061,18:03:47,1236510227,0.46,Partially cloudy,partly-cloudy-day,['48900099999'],obs
2009-03-09,1236531600,34.7,26.1,28.7,41.0,26.1,31.4,23.3,73.92,0.0,,0.0,,,,,25.9,117.5,1011.2,47.5,10.7,,,06:03:48,1236553428,18:03:49,1236596629,0.48,Partially cloudy,partly-cloudy-day,['48900099999'],obs
2009-03-10,1236618000,34.4,22.1,28.5,37.4,22.1,30.4,21.6,68.3,0.0,,0.0,,,,,20.5,111.3,1010.8,37.5,10.7,,,06:03:15,1236639795,18:03:52,1236683032,0.5,Partially cloudy,partly-cloudy-day,['48900099999'],obs
2009-03-11,1236704400,33.1,25.1,28.3,38.2,25.1,30.7,23.1,74.69,0.0,,0.0,,,,,20.5,138.3,1010.3,40.4,10.7,,,06:02:41,1236726161,18:03:54,1236769434,0.5,Partially cloudy,partly-cloudy-day,['48900099999'],obs
2009-03-12,1236790800,33.1,26.1,28.4,37.1,26.1,30.8,23.2,74.59,0.0,,0.0,,,,,18.4,135.9,1010.1,53.9,10.7,,,06:02:07,1236812527,18:03:56,1236855836,0.52,Partially cloudy,partly-cloudy-day,['48900099999'],obs
2009-03-13,1236877200,35.1,26.1,29.0,38.4,26.1,31.2,22.4,69.82,0.0,,0.0,,,,,22.3,127.9,1010.7,48.3,10.7,,,06:01:33,1236898893,18:03:58,1236942238,0.53,Partially cloudy,partly-cloudy-day,['48900099999'],obs
2009-03-14,1236963600,33.1,26.1,28.3,37.1,26.1,30.4,22.7,72.79,0.0,,0.0,,,,,18.4,185.3,1011.1,45.8,10.7,,,06:00:58,1236985258,18:03:59,1237028639,0.56,Partially cloudy,partly-cloudy-day,['48900099999'],obs
2009-03-15,1237050000,34.1,22.1,28.4,35.0,22.1,29.5,19.4,59.91,0.0,,0.0,,,,,14.8,144.5,1010.4,45.0,10.5,,,06:00:24,1237071624,18:04:00,1237115040,0.61,Partially cloudy,partly-cloudy-day,['48900099999'],obs
2009-03-16,1237136400,31.6,24.1,27.6,35.8,24.1,29.9,22.6,75.29,0.5,,4.35,,,,,13.0,204.7,1010.3,84.3,10.4,,,05:59:49,1237157989,18:04:01,1237201441,0.65,"Rain, Overcast",cloudy,['48900099999'],obs
2009-03-17,1237222800,33.7,24.1,27.8,38.2,24.1,29.9,23.2,77.68,7.9,,4.17,,,,,22.3,111.3,1009.0,56.7,9.8,,,05:59:13,1237244353,18:04:02,1237287842,0.7,"Rain, Partially cloudy",rain,['48900099999'],obs
2009-03-18,1237309200,33.1,25.1,28.5,38.2,25.1,31.2,23.6,76.19,0.0,,0.0,,,,,24.1,129.1,1009.3,38.3,10.7,,,05:58:38,1237330718,18:04:03,1237374243,0.74,Partially cloudy,partly-cloudy-day,['48900099999'],obs
2009-03-19,1237395600,33.1,25.1,28.5,39.4,25.1,31.4,23.7,76.48,0.0,,0.0,,,,,22.3,121.8,1009.6,38.3,11.0,,,05:58:02,1237417082,18:04:03,1237460643,0.79,Partially cloudy,partly-cloudy-day,['48900099999'],obs
2009-03-20,1237482000,34.4,26.1,29.0,40.2,26.1,32.0,23.7,74.52,0.0,,0.0,,,,,24.1,127.9,1009.5,39.2,10.7,,,05:57:27,1237503447,18:04:04,1237547044,0.84,Partially cloudy,partly-cloudy-day,['48900099999'],obs
2009-03-21,1237568400,34.4,25.1,28.6,39.1,25.1,31.1,23.2,74.53,0.0,,0.0,,,,,24.1,135.8,1009.5,41.7,10.7,,,05:56:51,1237589811,18:04:04,1237633444,0.88,Partially cloudy,partly-cloudy-day,['48900099999'],obs
2009-03-22,1237654800,34.1,24.1,28.8,37.4,24.1,31.1,23.1,73.97,0.0,,0.0,,,,,18.4,140.4,1010.1,38.3,10.9,,,05:56:15,1237676175,18:04:04,1237719844,0.92,Partially cloudy,partly-cloudy-day,['48900099999'],obs
2009-03-23,1237741200,36.1,24.1,29.3,39.9,24.1,32.8,23.8,74.31,0.0,,0.0,,,,,18.4,153.2,1010.2,49.6,10.4,,,05:55:39,1237762539,18:04:04,1237806244,0.95,Partially cloudy,partly-cloudy-day,['48900099999'],obs
2009-03-24,1237827600,36.1,26.1,29.6,40.9,26.1,33.4,23.8,72.77,0.0,,0.0,,,,,20.5,170.6,1010.3,41.7,10.7,,,05:55:03,1237848903,18:04:04,1237892644,0.98,Partially cloudy,partly-cloudy-day,['48900099999'],obs
2009-03-25,1237914000,35.1,26.1,30.1,39.6,26.1,33.9,23.6,70.39,0.0,,0.0,,,,,20.5,225.0,1009.9,48.3,10.8,,,05:54:26,1237935266,18:04:04,1237979044,1.0,Partially cloudy,partly-cloudy-day,['48900099999'],obs
2009-03-26,1238000400,34.1,27.1,29.4,39.5,29.3,33.3,23.4,71.63,0.0,,0.0,,,,,24.1,133.3,1010.5,40.0,10.7,,,05:53:50,1238021630,18:04:04,1238065444,1.0,Partially cloudy,partly-cloudy-day,['48900099999'],obs
2009-03-27,1238086800,34.9,23.1,29.1,39.5,23.1,31.6,22.6,70.22,0.0,,0.0,,,,,20.5,132.9,1011.2,33.3,10.7,,,05:53:14,1238107994,18:04:04,1238151844,0.0,Partially cloudy,partly-cloudy-day,['48900099999'],obs
2009-03-28,1238173200,34.4,25.1,29.1,41.1,25.1,32.4,23.8,74.29,0.0,,0.0,,,,,20.5,130.0,1010.4,45.8,10.7,,,05:52:38,1238194358,18:04:04,1238238244,0.02,Partially cloudy,partly-cloudy-day,['48900099999'],obs
2009-03-29,1238259600,34.4,25.1,29.1,40.6,25.1,32.5,23.6,73.49,0.0,,0.0,,,,,20.5,118.6,1009.2,43.8,10.5,,,05:52:02,1238280722,18:04:03,1238324643,0.05,Partially cloudy,partly-cloudy-day,['48900099999'],obs
2009-03-30,1238346000,36.4,26.1,29.5,39.5,26.1,32.5,22.5,67.73,0.0,,0.0,,,,,29.5,109.1,1008.8,44.2,10.7,,,05:51:26,1238367086,18:04:03,1238411043,0.09,Partially cloudy,partly-cloudy-day,['48900099999'],obs
2009-03-31,1238432400,34.1,23.1,27.4,38.4,23.1,29.2,23.1,79.49,15.0,,4.35,,,,,13.0,104.4,1008.9,65.7,10.1,,,05:50:50,1238453450,18:04:03,1238497443,0.13,"Rain, Partially cloudy",rain,['48900099999'],obs
2009-04-01,1238518800,34.1,23.1,28.1,37.4,23.1,30.3,22.2,73.07,0.0,,0.0,,,,,25.9,112.0,1008.6,57.5,10.5,,,05:50:14,1238539814,18:04:03,1238583843,0.19,Partially cloudy,partly-cloudy-day,['48900099999'],obs
2009-04-02,1238605200,33.1,24.1,27.9,37.2,24.1,30.2,22.7,74.93,9.9,,4.17,,,,,22.3,111.6,1008.9,79.2,10.4,,,05:49:39,1238626179,18:04:03,1238670243,0.24,"Rain, Overcast",rain,['48900099999'],obs
2009-04-03,1238691600,34.4,23.1,28.1,40.7,23.1,30.9,23.4,77.7,0.0,,0.0,,,,,20.5,140.0,1009.4,54.2,10.5,,,05:49:03,1238712543,18:04:04,1238756644,0.3,Partially cloudy,partly-cloudy-day,['48900099999'],obs
2009-04-04,1238778000,35.4,23.1,28.8,40.3,23.1,31.8,23.2,73.7,0.0,,0.0,,,,,24.1,134.7,1009.9,47.1,10.7,,,05:48:28,1238798908,18:04:04,1238843044,0.36,Partially cloudy,partly-cloudy-day,['48900099999'],obs
2009-04-05,1238864400,36.1,24.1,28.2,40.9,24.1,30.6,23.7,78.54,1.0,,4.17,,,,,16.6,100.5,1009.5,44.6,10.5,,,05:47:53,1238885273,18:04:04,1238929444,0.4,"Rain, Partially cloudy",rain,['48900099999'],obs
2009-04-06,1238950800,34.1,24.1,26.9,39.5,24.1,28.7,23.7,84.88,2.0,,4.17,,,,,25.9,121.1,1008.6,62.5,10.1,,,05:47:18,1238971638,18:04:05,1239015845,0.44,"Rain, Partially cloudy",rain,['48900099999'],obs
2009-04-07,1239037200,32.1,23.1,26.8,36.9,23.1,28.5,23.2,82.16,2.0,,4.17,,,,,20.5,89.5,1008.9,73.3,10.2,,,05:46:44,1239058004,18:04:06,1239102246,0.47,"Rain, Partially cloudy",rain,['48900099999'],obs
2009-04-08,1239123600,33.7,23.1,27.5,38.5,23.1,29.9,22.9,77.53,0.0,,0.0,,,,,27.7,88.7,1009.5,56.7,10.3,,,05:46:10,1239144370,18:04:06,1239188646,0.49,Partially cloudy,partly-cloudy-day,['48900099999'],obs
2009-04-09,1239210000,34.2,23.1,27.3,38.8,23.1,29.6,23.7,82.77,0.0,,0.0,,,,,24.1,97.6,1008.7,50.8,10.1,,,05:45:36,1239230736,18:04:07,1239275047,0.5,Partially cloudy,partly-cloudy-day,['48900099999'],obs
2009-04-10,1239296400,35.2,23.1,28.6,40.3,23.1,31.6,23.3,75.5,0.0,,0.0,,,,,20.5,105.7,1008.1,59.6,10.0,,,05:45:02,1239317102,18:04:09,1239361449,0.51,Partially cloudy,partly-cloudy-day,['48900099999'],obs
2009-04-11,1239382800,34.1,26.1,29.1,39.5,26.1,32.4,23.3,72.38,0.0,,0.0,,,,,20.5,136.8,1008.5,54.6,10.7,,,05:44:29,1239403469,18:04:10,1239447850,0.52,Partially cloudy,partly-cloudy-day,['48900099999'],obs
2009-04-12,1239469200,33.2,24.1,28.8,39.4,24.1,32.5,24.0,76.63,0.0,,0.0,,,,,18.4,206.2,1008.5,67.5,10.4,,,05:43:56,1239489836,18:04:12,1239534252,0.54,Partially cloudy,partly-cloudy-day,['48900099999'],obs
2009-04-13,1239555600,33.1,23.1,28.2,39.5,23.1,33.2,25.4,85.55,52.1,,4.17,,,,,18.4,164.4,1007.8,74.2,8.9,,,05:43:23,1239576203,18:04:14,1239620654,0.57,"Rain, Partially cloudy",rain,['48900099999'],obs
